動力,どうりょく,Power,182
努力,どりょく,Effort,183
自由,じゆう,Freedom,184
夫婦,ふうふ,Couple,185
性格,せいかく,Personality,186
増加,ぞうか,Increase,187
理想,りそう,Ideal,188
不公平,ふこうへい,Injustice,189
期待,きたい,Expectation,190
低下,ていか,Fall,191
勝手,かって,One's Own Way,192
割合,わりあい,Proportion,193
尊敬,そんけい,Respect,194
賛成,さんせい,Approval,195
先輩,せんぱい,Senpai,196
連続,れんぞく,Consecutive,197
課題,かだい,Subject,198
弁当,べんとう,Bento,199
柔軟,じゅうなん,Flexible,200
相棒,あいぼう,Partner,201
協力,きょうりょく,Cooperation,202
価値,かち,Value,203
意見,いけん,Opinion,204
判断,はんだん,Judgement,205
材料,ざいりょう,Material,206
都合,つごう,Circumstances,207
製品,せいひん,Goods,208
著者,ちょしゃ,Author,209
居心地,いごこち,Comfort,210
毛布,もうふ,Blanket,211
